OBJECTID,FID_1,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,Shape_Length,Shape_Area,FID,Site_Name,Site_Score,Site_EPA_I,SEMS_ID,Region_ID,State_1,City_1,County_1,Status_1,Latitude,Longitude,Proposed_D,Listing_Da,Constructi,Construc_1,NOID_Date,Deletion_D,Site_Listi,Site_Progr,Proposed_F,Listing_FR,NOID_FR_No,Deletion_F,Restoratio,Site_has_h,x,y,Status_2,BUFF_DIST,ORIG_FID
11,312,10003325,PORTSMOUTH CITY JAIL,701 CRAWFORD ST,PORTSMOUTH,VA,23704,-999,(757) 393-8210,LOCAL,OPEN,510,PORTSMOUTH,51740,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.portsmouthva.gov/333/Divisions,5/22/2018 0:00:00,IMAGERY/OTHER,2/24/2020 0:00:00,https://www.portsmouthva.gov/333/Divisions,NOT AVAILABLE,-999,0.003881310615900,{9A234140-E120-490E-817A-F9AE04DD4AA1},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,500.130043354576515,0.003881310615899,0.000000452653226,312,Jervis B. Webb Co.,45.76,CAD008339467,904837,9,California,South Gate,Los Angeles,NPL Site,33.950324999999999,-118.178016999999997,9/16/2011 0:00:00,5/10/2012,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/09/2400024"" target=""_blank"">CAD008339467 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904837"" target=""_blank"">Jervis B. Webb Co.</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23651.pdf"" target=""_blank"">09/16/2011 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-05-10/pdf/2012-11289.pdf"" target=""_blank"">05/10/2012 (PDF)</a>,NA,NA,NA,No,-13155516.675400000065565,4022133.836039999965578,Active,1.800000000000000,313
12,336,10003072,NORTHAMPTON COUNTY JUVENILE JUSTICE CENTER,650 FERRY ST,EASTON,PA,18042,-999,(610) 829-6850,COUNTY,OPEN,-999,NORTHAMPTON,42095,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nccpa.org/contacts/,4/18/2018 0:00:00,IMAGERY/OTHER,1/30/2020 0:00:00,http://www.nccpa.org/juvenile-justice-center,JUVENILE,84,0.003871382921560,{4B151822-EDB0-422F-A645-D241ABA627A9},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,477.539033324777051,0.003871382921558,0.000000658627500,336,Bonita Peak Mining District,50,CON000802497,802497,8,Colorado,San Juan County,San Juan,NPL Site,37.904031000000003,-107.616619000000000,4/7/2016 0:00:00,9/9/2016,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/08/1570792"" target=""_blank"">CON000802497 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0802497"" target=""_blank"">Bonita Peak Mining District</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07671.pdf"" target=""_blank"">04/07/2016 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-09-09/pdf/2016-21615.pdf"" target=""_blank"">09/09/2016 (PDF)</a>,NA,NA,NA,No,-11979827.228000000119209,4565877.468469999730587,Active,1.800000000000000,337
13,377,10003113,ALTERNATIVE & SPECIAL DETENTION CENTER(ASD),8101 STATE RD,PHILADELPHIA,PA,19136,2910,(215) 685-8309,LOCAL,OPEN,374,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/18/2018 0:00:00,IMAGERY/OTHER,1/28/2020 0:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,MINIMUM,860,0.007050542820940,{B2C073D6-6A59-437D-B462-AA169CA00432},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,898.672300692933732,0.007050542820938,0.000002066664351,377,Kurt Manufacturing Co.,31.41,MND059680165,503786,5,Minnesota,Fridley,Anoka,NPL Site,45.064411000000000,-93.268360999999999,10/15/1984 0:00:00,6/10/1986,9/20/1995,316,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633610"" target=""_blank"">MND059680165 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503786"" target=""_blank"">Kurt Manufacturing Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>,NA,NA,NA,No,-10382586.453600000590086,5631667.386020000092685,Active,1.800000000000000,378
14,381,10003114,PHILADELPHIA DETENTION CENTER,8201 STATE RD,PHILADELPHIA,PA,19136,-999,(215) 685-8436,LOCAL,OPEN,1202,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.phila.gov/PRISONS/Pages/default.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018 0:00:00,IMAGERY/OTHER,1/30/2020 0:00:00,http://www.phila.gov/PRISONS/Pages/default.aspx,MINIMUM,1677,0.010903141920900,{F4214C29-ABB6-4D16-B208-20E7FCA85556},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1378.456006624252723,0.010903141920937,0.000005013061188,381,Waite Park Wells,31.94,MND981002249,503924,5,Minnesota,Waite Park,Stearns,NPL Site,45.561669000000002,-94.215000000000003,9/18/1985 0:00:00,6/10/1986,9/21/1999,645,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633621"" target=""_blank"">MND981002249 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503924"" target=""_blank"">Waite Park Wells</a>,<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>,NA,NA,NA,No,-10487965.825099999085069,5710382.467729999683797,Active,1.800000000000000,382
15,384,10001857,DUBUQUE COUNTY JAIL,770 IOWA STREET,DUBUQUE,IA,52001,-999,(563) 589-4420,COUNTY,OPEN,-999,DUBUQUE,19061,USA,922140,CORRECTIONAL INSTITUTIONS,https://dbqcosheriff.com/#,2/27/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://dbqcosheriff.com/index.html,NOT AVAILABLE,80,0.002731811454920,{8FAA9C1A-3CBE-45E0-AAE8-4FE1C9632DCE},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,363.451467597985015,0.002731811454916,0.000000323361162,384,South Minneapolis Residential Soil Contamination,44.58,MNN000509136,509136,5,Minnesota,Minneapolis,Hennepin,NPL Site,44.952800000000003,-93.242699999999999,9/27/2006 0:00:00,9/19/2007,9/27/2011,1111,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633092"" target=""_blank"">MNN000509136 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509136"" target=""_blank"">South Minneapolis Residential Soil Contamination</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-09-27/pdf/E6-15854.pdf"" target=""_blank"">09/27/2006 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18155.pdf"" target=""_blank"">09/19/2007 (PDF)</a>,NA,NA,NA,<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>,-10379729.884199999272823,5614093.870360000059009,Active,1.800000000000000,385
16,391,10006495,MONROVIA JAIL,140 E LIME AVENUE,MONROVIA,CA,91016,-999,(626) 256-8061,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cityofmonrovia.org/your-government/police-department/general-information, https://www.inmateaid.com/prisons/monrovia-jail",5/25/2018 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001993044559100,{75C51D3E-1F4E-430D-B829-7E40D9EFBE4A},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,234.244817027000551,0.001993044559102,0.000000181793870,391,Syntex Facility,43.78,MOD007452154,700881,7,Missouri,Verona,Lawrence,NPL Site,36.965000000000003,-93.798331000000005,12/30/1982 0:00:00,9/8/1983,9/16/1998,561,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296195"" target=""_blank"">MOD007452154 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700881"" target=""_blank"">Syntex Facility</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10441582.444199999794364,4434229.360810000449419,Active,1.800000000000000,392
17,395,10005236,YORK COUNTY YOUTH DEVELOPMENT CENTER,3564 HEINDEL RD,YORK,PA,17402,-999,(717) 840-7570,COUNTY,OPEN,-999,YORK,42133,USA,922140,CORRECTIONAL INSTITUTIONS,"https://yorkcountypa.gov/county-human-services/youth-development-center.html, http://www.jdcap.org/SiteCollectionDocuments/JDCAP%20Directory201008.pdf",3/1/2016 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://yorkcountypa.gov/county-human-services/youth-development-center.html,JUVENILE,24,0.003345395979810,{BC06F435-1759-476B-BFEE-7CC1E3C0ACF8},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,411.691379132717600,0.003345395979813,0.000000445264120,395,Quality Plating,40.7,MOD980860555,701442,7,Missouri,Sikeston,Scott,NPL Site,36.963050000000003,-89.557219000000003,10/15/1984 0:00:00,6/10/1986,9/28/1999,658,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296202"" target=""_blank"">MOD980860555 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701442"" target=""_blank"">Quality Plating</a>,<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>,NA,NA,NA,No,-9969464.015939999371767,4433957.684449999593198,Active,1.800000000000000,396
18,416,10004120,STRAFFORD COUNTY CORRECTIONAL CENTER,266 COUNTY FARM RD,DOVER,NH,03820,-999,(603) 742-3310,COUNTY,OPEN,407,STRAFFORD,33017,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.strafford.nh.us/department/community-corrections,6/23/2016 0:00:00,IMAGERY/OTHER,2/3/2020 0:00:00,https://co.strafford.nh.us/department/community-corrections,MAXIMUM,495,0.007766773927910,{B4A1A9A5-5D75-441C-B719-1BAD1202AD88},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,992.455613010212005,0.007766773927911,0.000001593217289,416,Marine Corps Logistics Base,44.65,GA7170023694,401879,4,Georgia,Albany,Dougherty,NPL Site,31.557219000000000,-84.055000000000007,7/14/1989 0:00:00,11/21/1989,9/28/2011,1114,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121337"" target=""_blank"">GA7170023694 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0401879"" target=""_blank"">Marine Corps Logistics Base</a>,<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>,NA,NA,NA,No,-9356959.798629999160767,3705328.049889999907464,Active,1.800000000000000,417
19,435,10002623,HAMILTON COUNTY JAIL,601 WALNUT ST,CHATTANOOGA,TN,37402,-999,(423) 209-7050,COUNTY,OPEN,424,HAMILTON,47065,USA,922140,CORRECTIONAL INSTITUTIONS,http://hcsheriff.gov/cor/cor_operations.php,3/31/2018 0:00:00,IMAGERY/OTHER,12/6/2019 0:00:00,http://hcsheriff.gov/default.php,MAXIMUM,505,0.002549663650150,{51B76C6E-BB34-4997-82AD-E165D8E516E6},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,301.454607784088694,0.002549663650149,0.000000300873684,435,PCE Former Dry Cleaner,50,IAD039954300,700145,7,Iowa,Atlantic,Cass,NPL Site,41.403717000000000,-94.995763999999994,9/30/2015 0:00:00,4/7/2016,9/21/2021,1224,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296241"" target=""_blank"">IAD039954300 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700145"" target=""_blank"">PCE Former Dry Cleaner</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24318.pdf"" target=""_blank"">09/30/2015 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07672.pdf"" target=""_blank"">04/07/2016 (PDF)</a>,NA,NA,NA,No,-10574880.075999999418855,5072073.444910000078380,Active,1.800000000000000,436
20,440,10002652,MORGAN COUNTY JAIL,160 N PARK AVE,MARTINSVILLE,IN,46151,-999,(765) 342-4303,COUNTY,OPEN,251,MORGAN,18109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.morgancountysheriff.com/jail-information-1,3/6/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,https://www.morgancountysheriff.com/,MAXIMUM,221,0.004733979868440,{50186C01-6ADE-4025-B618-E4DE0C6AE180},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,588.089116350994459,0.004733979868439,0.000000788494538,440,Monsanto Chemical Co. (Soda Springs Plant),54.77,IDD081830994,1000213,10,Idaho,Soda Springs,Caribou,NPL Site,42.687030999999998,-111.587800000000001,5/5/1989 0:00:00,8/30/1990,9/20/2000,721,NA,NA,<a href=""https://semspub.epa.gov/src/document/10/501000190"" target=""_blank"">IDD081830994 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000213"" target=""_blank"">Monsanto Chemical Co. (Soda Springs Plant)</a>,<a href=""https://semspub.epa.gov/src/document/11/189649"" target=""_blank"">05/05/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-12421897.074699999764562,5264455.452879999764264,Active,1.800000000000000,441
21,442,10002487,PIERCE COUNTY MAIN JAIL,910 TACOMA AVE S,TACOMA,WA,98402,-999,(253) 798-4590,COUNTY,OPEN,571,PIERCE,53053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.piercecountywa.org/1932/Jail,5/8/2018 0:00:00,IMAGERY/OTHER,2/26/2020 0:00:00,https://www.piercecountywa.org/1932/Jail,MAXIMUM,600,0.004813813708470,{434800FD-CEB4-467A-A454-2984CC947A68},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,648.143215743961946,0.004813813708472,0.000000640838698,442,Fort Riley,33.79,KS6214020756,700743,7,Kansas,Junction City,"Geary, Riley",NPL Site,39.166668999999999,-96.750000000000000,7/14/1989 0:00:00,8/30/1990,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296136"" target=""_blank"">KS6214020756 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700743"" target=""_blank"">Fort Riley</a>,<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-10770160.734200000762939,4745573.673430000431836,Active,1.800000000000000,443
22,444,10004903,LOGANSPORT JUVENILE CORRECTIONAL FACILITY,1118 S STATE RD 25,LOGANSPORT,IN,46947,-999,(574) 753-7571,STATE,OPEN,157,CASS,18017,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/dys/2378.htm,12/11/2019 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://www.in.gov/idoc/dys/2334.htm,JUVENILE,92,0.008012752539520,{14AF1793-D707-4D1B-8A83-9B6D1D3EE5ED},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1077.818292655778350,0.008012752539524,0.000002363898177,444,Byron Salvage Yard,33.93,ILD010236230,500261,5,Illinois,Byron,Ogle,NPL Site,42.081668999999998,-89.295831000000007,12/30/1982 0:00:00,9/8/1983,9/16/2003,867,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633458"" target=""_blank"">ILD010236230 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500261"" target=""_blank"">Byron Salvage Yard</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-9940366.436879999935627,5173220.925540000200272,Active,1.800000000000000,445
23,478,10003964,AVONDALE CITY DETENTION FACILITY,519 E WESTERN AVE,AVONDALE,AZ,85323,-999,(623) 333-7009,LOCAL,OPEN,-999,MARICOPA,04013,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.avondaleaz.gov/government/departments/police,5/15/2018 0:00:00,IMAGERY/OTHER,11/13/2019 0:00:00,https://www.avondaleaz.gov/government/departments/police,NOT AVAILABLE,-999,0.001607260798660,{82A08248-42DD-4D0B-BC03-7E23BD7AE4F0},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,194.398097602570431,0.001607260798662,0.000000145356512,478,Bayou Bonfouca,29.78,LAD980745632,600574,6,Louisiana,Slidell,St. Tammany,NPL Site,30.282219000000001,-89.784160999999997,12/30/1982 0:00:00,9/8/1983,9/30/1997,472,NA,NA,<a href=""https://semspub.epa.gov/src/document/06/300339"" target=""_blank"">LAD980745632 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600574"" target=""_blank"">Bayou Bonfouca</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-9994727.083820000290871,3539878.291939999908209,Active,1.800000000000000,479
24,491,10003467,SALT LAKE CITY CENTER,1585 W 2100 S,SALT LAKE CITY,UT,84119,-999,(801) 973-3800,LOCAL,OPEN,-999,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/FacilityDetail/FacilityID/184,5/22/2018 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,https://www.geogroup.com/FacilityDetail/FacilityID/184,MINIMUM,115,0.002484171525980,{DE79BE70-3338-482C-8862-655AADB857AF},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,324.694944391937099,0.002484171525978,0.000000241986023,491,Baird & McGuire,66.35,MAD001041987,100392,1,Massachusetts,Holbrook,Norfolk,NPL Site,42.149718999999997,-71.028610999999998,12/30/1982 0:00:00,9/8/1983,9/26/2003,875,NA,NA,<a href=""https://semspub.epa.gov/src/document/01/75001176"" target=""_blank"">MAD001041987 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100392"" target=""_blank"">Baird & McGuire</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-7906868.808269999921322,5183433.074950000271201,Active,1.800000000000000,492
25,515,10001848,BARTHOLOMEW COUNTY JAIL,543 2ND ST,COLUMBUS,IN,47201,-999,(812) 379-1753,COUNTY,OPEN,145,BARTHOLOMEW,18005,USA,922140,CORRECTIONAL INSTITUTIONS,https://bartholomew.in.gov/sheriff.html#jail,3/5/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://bartholomew.in.gov/sheriff.html#jail,NOT AVAILABLE,-999,0.003502510411230,{5AD73FE8-735A-4178-8889-FC882920E1DC},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,440.452542001341669,0.003502510411226,0.000000610468665,515,"Nuclear Metals, Inc.",58.31,MAD062166335,100550,1,Massachusetts,Concord,Middlesex,NPL Site,42.441667000000002,-71.421943999999996,7/27/2000 0:00:00,6/14/2001,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/01/75001222"" target=""_blank"">MAD062166335 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100550"" target=""_blank"">Nuclear Metals, Inc.</a>",<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-27/pdf/00-18903.pdf"" target=""_blank"">07/27/2000 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-06-14/pdf/01-14616.pdf"" target=""_blank"">06/14/2001 (PDF)</a>,NA,NA,NA,No,-7950654.437549999915063,5227370.347910000011325,Active,1.800000000000000,516
26,517,10003868,BRISTOL COUNTY ASH STREET JAIL AND REGIONAL LOCK-UP,226 ASH STREET,NEW BEDFORD,MA,02740,-999,(508) 996-6704,COUNTY,OPEN,180,BRISTOL,25005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bcso-ma.us/facilities.htm,3/27/2017 0:00:00,IMAGERY/OTHER,12/18/2019 0:00:00,http://www.bcso-ma.us/index.htm,NOT AVAILABLE,206,0.003764732242960,{5347E353-F659-4DDC-9DB3-1CE77ED1C9C7},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,467.131574922883772,0.003764732242963,0.000000799327371,517,Olin Chemical,50,MAD001403104,100438,1,Massachusetts,Wilmington,Middlesex,NPL Site,42.528055999999999,-71.153889000000007,9/14/2005 0:00:00,4/19/2006,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/01/75001025"" target=""_blank"">MAD001403104 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100438"" target=""_blank"">Olin Chemical</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-09-14/pdf/05-18236.pdf"" target=""_blank"">09/14/2005 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-04-19/pdf/06-3666.pdf"" target=""_blank"">04/19/2006 (PDF)</a>,NA,NA,NA,No,-7920814.691440000198781,5240410.833530000410974,Active,1.800000000000000,518
27,525,10002867,HARRIS COUNTY BAKERS STREET JAIL,1307 BAKER ST,HOUSTON,TX,77002,-999,(713) 755-2400,COUNTY,OPEN,1072,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.harriscountyso.org/Default.aspx,4/27/2018 0:00:00,IMAGERY/OTHER,2/18/2020 0:00:00,https://www.harriscountyso.org/Default.aspx,MINIMUM,1070,0.003420452323310,{E56D6911-0524-41CC-9E47-8626D7873DF8},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,404.270704678447657,0.003420452323310,0.000000703020800,525,Oak Grove Village Well,50,MOD981717036,700020,7,Missouri,Oak Grove Village,Franklin,NPL Site,38.220972000000003,-91.149461000000002,9/13/2001 0:00:00,9/5/2002,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296160"" target=""_blank"">MOD981717036 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700020"" target=""_blank"">Oak Grove Village Well</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>,NA,NA,NA,No,-10146711.584599999710917,4610688.947309999726713,Active,1.800000000000000,526
28,528,10003227,QUEENSBORO CORRECTIONAL FACILITY,47-04 VAN DAM ST,LONG ISLAND CITY,NY,11101,3081,(718) 361-8920,STATE,OPEN,217,QUEENS,36081,USA,922140,CORRECTIONAL INSTITUTIONS,https://doccs.ny.gov/location/queensboro-correctional-facility,3/17/2017 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://doccs.ny.gov/location/queensboro-correctional-facility,MINIMUM,424,0.002044715622490,{F4DE0422-7CF3-4EE8-9760-F4DC55CBBA83},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,258.582641723045356,0.002044715622489,0.000000244646938,528,Conservation Chemical Co.,29.85,MOD000829705,700777,7,Missouri,Kansas City,Jackson,NPL Site,39.127899999999997,-94.472200000000001,6/24/1988 0:00:00,10/4/1989,9/23/1991,59,NA,NA,<a href=""https://semspub.epa.gov/src/document/07/30296165"" target=""_blank"">MOD000829705 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700777"" target=""_blank"">Conservation Chemical Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>,NA,NA,NA,No,-10516597.198100000619888,4740008.744090000167489,Active,1.800000000000000,529
